Código,Sigla,UF,Região,Região oficial,Ano,Total,0-4 anos,5-9 anos,10-19 anos,20-29 anos,30-39 anos,40-49 anos,50-59 anos,60+ anos
BR,,Brasil,,,2013,201032714,15147056,16240430,34285553,34622971,32298433,26030557,20330396,22077318
BR,,Brasil,,,2014,202768562,14938133,16009509,34180860,34404196,32957427,26362474,20927345,22988618
BR,,Brasil,,,2015,204450649,14737740,15779109,34032443,34233231,33493662,26746623,21486956,23940885
BR,,Brasil,,,2016,206081432,14545488,15551873,33838608,34109255,33913740,27177692,22011315,24933461
BR,,Brasil,,,2017,207660929,14360778,15329961,33598025,34038050,34216865,27650731,22501900,25964619
BR,,Brasil,,,2018,209186802,14182966,15114823,33309377,34008604,34408072,28171378,22957419,27034163
BR,,Brasil,,,2019,210659013,14011332,14907522,32974096,33996173,34503246,28746122,23377297,28143225
BR,,Brasil,,,2020,212077375,13845258,14708594,32602483,33976082,34516847,29373328,23764121,29290662
BR,,Brasil,,,2021,213440458,13684541,14517525,32157805,33991839,34445992,30049155,24119310,30474291
BR,,Brasil,,,2022,214747509,13528622,14333818,31713819,33973086,34285952,30777186,24441265,31693761
BR,,Brasil,,,2023,215998724,13376432,14156987,31272742,33917656,34076454,31507558,24754298,32936597
BR,,Brasil,,,2024,217193093,13227251,13986325,30837664,33821863,33874958,32166098,25093849,34185085
BR,,Brasil,,,2025,218330014,13080689,13821219,30411353,33682287,33719732,32704479,25482966,35427289
BR,,Brasil,,,2026,219408552,12936538,13661389,29995707,33496736,33609432,33128599,25916341,36663810
BR,,Brasil,,,2027,220428030,12794993,13506269,29592399,33263985,33549712,33437424,26389242,37894006
BR,,Brasil,,,2028,221388185,12656486,13354843,29202660,32983333,33530482,33636422,26907285,39116674
BR,,Brasil,,,2029,222288169,12521067,13206388,28826804,32656285,33527387,33741446,27476599,40332193
BR,,Brasil,,,2030,223126917,12388311,13060538,28464742,32292971,33516110,33766852,28095630,41541763
Cf,,Região 4,,,2000,81363827,7342574,7416635,15614859,14382150,12902241,10179059,6416599,7109710
Cf,,Região 4,,,2001,82418035,7338313,7399019,15556351,14610541,12999715,10497337,6695559,7321200
Cf,,Região 4,,,2002,83445601,7309827,7384091,15460126,14866883,13076181,10809959,6996459,7542075
Cf,,Região 4,,,2003,84446648,7258546,7370655,15342581,15129431,13144664,11110282,7313400,7777089
Cf,,Região 4,,,2004,85421228,7186108,7357179,15227557,15365937,13224048,11388949,7637961,8033489
Cf,,Região 4,,,2005,86369455,7095994,7340523,15130573,15555510,13326629,11640150,7964301,8315775
Cf,,Região 4,,,2006,87291510,6975135,7334398,15052376,15698056,13451431,11864792,8291178,8624144
Cf,,Região 4,,,2007,88187446,6859105,7304067,14997025,15789937,13598157,12063470,8616043,8959642
Cf,,Região 4,,,2008,89057343,6747654,7250952,14958304,15835392,13768344,12236810,8938510,9321377
Cf,,Região 4,,,2009,89901585,6640981,7176671,14923553,15844206,13962797,12386370,9259422,9707585
Cf,,Região 4,,,2010,90720843,6539304,7084733,14882583,15824363,14179785,12514735,9578340,10117000
Cf,,Região 4,,,2011,91519174,6443122,6962612,14853707,15771662,14420841,12623263,9893387,10550580
Cf,,Região 4,,,2012,92297429,6352780,6846035,14804409,15680603,14689532,12711527,10203869,11008674
Cf,,Região 4,,,2013,93052787,6267989,6734501,14734594,15566923,14963589,12791788,10503153,11490250
Cf,,Região 4,,,2014,93785515,6188321,6628179,14644483,15454545,15211006,12882352,10782168,11994461
Cf,,Região 4,,,2015,94495765,6113139,6527246,14534564,15359141,15411066,12995176,11035207,12520226
Cf,,Região 4,,,2016,95187032,6042151,6432080,14405920,15282629,15564277,13129699,11263367,13066909
Cf,,Região 4,,,2017,95859350,5974826,6342789,14259239,15229319,15666957,13285752,11467150,13633318
Cf,,Região 4,,,2018,96508948,5910228,6258958,14095149,15192536,15722577,13464435,11646862,14218203
Cf,,Região 4,,,2019,97135279,5847705,6180165,13915376,15159977,15740804,13666569,11803915,14820768
Cf,,Região 4,,,2020,97737890,5786841,6105759,13723537,15121674,15729550,13890443,11940699,15439387
Cf,,Região 4,,,2021,98313903,5727029,6035151,13506486,15094609,15683647,14136652,12057860,16072469
Cf,,Região 4,,,2022,98862567,5667721,5967884,13299686,15046316,15598020,14408693,12154892,16719355
Cf,,Região 4,,,2023,99385570,5608769,5903361,13103116,14977608,15489735,14685671,12244035,17373275
Cf,,Região 4,,,2024,99882169,5550034,5840954,12916592,14888489,15382449,14936190,12342802,18024659
Cf,,Região 4,,,2025,100351765,5491462,5780233,12739681,14779177,15291746,15139880,12462629,18666957
Cf,,Região 4,,,2026,100792341,5432957,5720526,12571912,14649742,15218434,15296337,12602517,19299916
Cf,,Região 4,,,2027,101203319,5374688,5661263,12412981,14500903,15166810,15401788,12762250,19922636
Cf,,Região 4,,,2028,101585756,5316990,5602351,12262192,14334141,15131484,15460566,12943389,20534643
Cf,,Região 4,,,2029,101939051,5259929,5543658,12118500,14151235,15100262,15482254,13146766,21136447
Cf,,Região 4,,,2030,102262428,5203342,5485123,11980868,13955880,15063152,15474687,13370742,21728634
