Código,Sigla,UF,Região,Região oficial,Ano,Total,0-4 anos,5-9 anos,10-19 anos,20-29 anos,30-39 anos,40-49 anos,50-59 anos,60+ anos
11,RO,Rondônia,AfAmN,Norte,2000,1401535,160573,164716,319949,260368,209975,138394,77182,70378
11,RO,Rondônia,AfAmN,Norte,2001,1431048,162084,164597,322599,267437,214927,145288,80913,73203
11,RO,Rondônia,AfAmN,Norte,2002,1459811,163196,164136,324377,275117,219419,152376,85030,76160
11,RO,Rondônia,AfAmN,Norte,2003,1487850,164048,163286,325479,283067,223653,159554,89514,79249
11,RO,Rondônia,AfAmN,Norte,2004,1515151,164765,161989,326209,290774,227933,166674,94329,82478
11,RO,Rondônia,AfAmN,Norte,2005,1541715,165556,160112,326755,297881,232474,173637,99443,85857
11,RO,Rondônia,AfAmN,Norte,2006,1567546,162658,161517,327033,304384,237273,180430,104845,89406
11,RO,Rondônia,AfAmN,Norte,2007,1592640,159847,162536,327025,310224,242316,187053,110499,93140
11,RO,Rondônia,AfAmN,Norte,2008,1616992,157101,163301,326599,315334,247762,193399,116393,97103
11,RO,Rondônia,AfAmN,Norte,2009,1640607,154445,163927,325513,319694,253813,199345,122513,101357
11,RO,Rondônia,AfAmN,Norte,2010,1663490,151892,164626,323518,323284,260565,204828,128834,105943
11,RO,Rondônia,AfAmN,Norte,2011,1685697,149458,161657,324493,326023,267957,209865,135347,110897
11,RO,Rondônia,AfAmN,Norte,2012,1707272,147144,158803,324785,327825,275951,214454,142051,116259
11,RO,Rondônia,AfAmN,Norte,2013,1728214,144943,156036,324488,328889,284205,218787,148847,122019
11,RO,Rondônia,AfAmN,Norte,2014,1748531,142826,153383,323664,329542,292192,223160,155595,128169
11,RO,Rondônia,AfAmN,Norte,2015,1768204,140771,150851,322387,329968,299563,227775,162199,134690
11,RO,Rondônia,AfAmN,Norte,2016,1787279,138798,148447,320751,330112,306297,232629,168647,141598
11,RO,Rondônia,AfAmN,Norte,2017,1805788,136935,146162,318867,329971,312322,237714,174942,148875
11,RO,Rondônia,AfAmN,Norte,2018,1823741,135197,143984,316839,329424,317564,243191,180986,156556
11,RO,Rondônia,AfAmN,Norte,2019,1841142,133580,141892,314814,328252,322000,249258,186662,164684
11,RO,Rondônia,AfAmN,Norte,2020,1857992,132095,139864,313005,326218,325606,256009,191916,173279
11,RO,Rondônia,AfAmN,Norte,2021,1874318,130732,137911,307699,327162,328324,263386,196769,182335
11,RO,Rondônia,AfAmN,Norte,2022,1890155,129474,136069,302628,327445,330114,271346,201219,191860
11,RO,Rondônia,AfAmN,Norte,2023,1905483,128305,134350,297743,327162,331164,279554,205439,201766
11,RO,Rondônia,AfAmN,Norte,2024,1920296,127203,132758,293054,326366,331799,287499,209712,211905
11,RO,Rondônia,AfAmN,Norte,2025,1934569,126161,131289,288549,325131,332210,294833,214223,222173
11,RO,Rondônia,AfAmN,Norte,2026,1948295,125148,129939,284249,323549,332337,301533,218968,232572
11,RO,Rondônia,AfAmN,Norte,2027,1961483,124142,128698,280170,321721,332183,307528,223944,243097
11,RO,Rondônia,AfAmN,Norte,2028,1974114,123141,127544,276322,319747,331644,312741,229294,253681
11,RO,Rondônia,AfAmN,Norte,2029,1986163,122142,126458,272678,317752,330504,317155,235209,264265
11,RO,Rondônia,AfAmN,Norte,2030,1997617,121140,125431,269223,315954,328537,320751,241776,274805
12,AC,Acre,AfAmN,Norte,2000,587407,84773,77034,138884,106522,72347,48572,28602,30673
12,AC,Acre,AfAmN,Norte,2001,602009,86180,78556,140339,110461,74952,50470,29818,31233
12,AC,Acre,AfAmN,Norte,2002,616781,87409,80069,141616,114602,77660,52326,31142,31957
12,AC,Acre,AfAmN,Norte,2003,631650,88441,81533,142892,118737,80478,54178,32574,32817
12,AC,Acre,AfAmN,Norte,2004,646548,89283,82888,144428,122553,83408,56093,34108,33787
12,AC,Acre,AfAmN,Norte,2005,661427,90023,84017,146382,125852,86452,58118,35740,34843
12,AC,Acre,AfAmN,Norte,2006,676252,90106,85454,148719,128677,89597,60241,37472,35986
12,AC,Acre,AfAmN,Norte,2007,690997,90014,86715,151431,131035,92817,62454,39310,37221
12,AC,Acre,AfAmN,Norte,2008,705635,89775,87782,154373,133014,96147,64763,41209,38572
12,AC,Acre,AfAmN,Norte,2009,720132,89420,88659,157302,134764,99667,67158,43103,40059
12,AC,Acre,AfAmN,Norte,2010,734447,88960,89432,159968,136395,103394,69643,44953,41702
12,AC,Acre,AfAmN,Norte,2011,748616,88426,89548,162943,137882,107308,72229,46772,43508
12,AC,Acre,AfAmN,Norte,2012,762631,87845,89487,165736,139192,111423,74915,48559,45474
12,AC,Acre,AfAmN,Norte,2013,776463,87220,89276,168282,140508,115528,77711,50348,47590
12,AC,Acre,AfAmN,Norte,2014,790101,86554,88942,170528,142081,119325,80619,52208,49844
12,AC,Acre,AfAmN,Norte,2015,803513,85849,88496,172450,144060,122620,83643,54177,52218
12,AC,Acre,AfAmN,Norte,2016,816687,85089,87970,174024,146416,125452,86769,56242,54725
12,AC,Acre,AfAmN,Norte,2017,829619,84259,87397,175238,149144,127833,89973,58397,57378
12,AC,Acre,AfAmN,Norte,2018,842290,83368,86784,176111,152099,129840,93288,60650,60150
12,AC,Acre,AfAmN,Norte,2019,854691,82425,86129,176669,155042,131628,96794,62989,63015
12,AC,Acre,AfAmN,Norte,2020,866811,81446,85434,177015,157733,133303,100498,65418,65964
12,AC,Acre,AfAmN,Norte,2021,878654,80444,84687,176627,160726,134835,104391,67939,69005
12,AC,Acre,AfAmN,Norte,2022,890220,79433,83874,176015,163536,136194,108477,70557,72134
12,AC,Acre,AfAmN,Norte,2023,901494,78431,82996,175214,166099,137548,112550,73275,75381
12,AC,Acre,AfAmN,Norte,2024,912480,77446,82062,174247,168364,139154,116325,76102,78780
12,AC,Acre,AfAmN,Norte,2025,923171,76481,81090,173129,170307,141154,119609,79042,82359
12,AC,Acre,AfAmN,Norte,2026,933580,75542,80094,171870,171907,143522,122436,82085,86124
12,AC,Acre,AfAmN,Norte,2027,943714,74637,79093,170496,173154,146250,124819,85200,90065
12,AC,Acre,AfAmN,Norte,2028,953573,73768,78098,169016,174060,149201,126834,88423,94173
12,AC,Acre,AfAmN,Norte,2029,963154,72935,77122,167443,174651,152144,128628,91825,98406
12,AC,Acre,AfAmN,Norte,2030,972464,72140,76163,165798,175027,154834,130310,95421,102771
13,AM,Amazonas,AfAmN,Norte,2000,2872524,407544,380967,678254,536335,366207,238909,131090,133218
13,AM,Amazonas,AfAmN,Norte,2001,2946727,409695,388903,687876,556538,379039,250604,137716,136356
13,AM,Amazonas,AfAmN,Norte,2002,3021363,411637,395900,696878,576990,392243,262593,145153,139969
13,AM,Amazonas,AfAmN,Norte,2003,3096127,413550,401571,705977,596934,406054,274697,153311,144033
13,AM,Amazonas,AfAmN,Norte,2004,3170740,415747,405490,716206,615290,420776,286664,162026,148541
13,AM,Amazonas,AfAmN,Norte,2005,3244995,418904,406987,728078,631406,436578,298353,171185,153504
13,AM,Amazonas,AfAmN,Norte,2006,3318679,420182,409017,741276,645299,453392,309787,180783,158943
13,AM,Amazonas,AfAmN,Norte,2007,3391594,420520,410837,755640,656798,471186,320952,190789,164872
13,AM,Amazonas,AfAmN,Norte,2008,3463562,420024,412628,770049,666528,489721,332057,201152,171403
13,AM,Amazonas,AfAmN,Norte,2009,3534456,418820,414700,782779,675549,508651,343427,211822,178708
13,AM,Amazonas,AfAmN,Norte,2010,3604165,417019,417725,792233,684593,527657,355297,222761,186880
13,AM,Amazonas,AfAmN,Norte,2011,3672969,414748,418905,801499,693447,546840,367626,233985,195919
13,AM,Amazonas,AfAmN,Norte,2012,3740976,412122,419189,809752,701826,566361,380352,245546,205828
13,AM,Amazonas,AfAmN,Norte,2013,3807921,409194,418672,816751,710409,585451,393682,257230,216532
13,AM,Amazonas,AfAmN,Norte,2014,3873743,405980,417479,822401,720198,603065,407919,268794,227907
13,AM,Amazonas,AfAmN,Norte,2015,3938336,402454,415721,826706,731688,618571,423223,280098,239875
13,AM,Amazonas,AfAmN,Norte,2016,4001667,398509,413511,829790,744594,632023,439578,291173,252489
13,AM,Amazonas,AfAmN,Norte,2017,4063614,394089,410945,831849,758747,643277,456953,302007,265747
13,AM,Amazonas,AfAmN,Norte,2018,4124033,389272,408076,833132,773025,652915,475110,312793,279710
13,AM,Amazonas,AfAmN,Norte,2019,4182899,384132,404916,834065,785733,661975,493734,323855,294489
13,AM,Amazonas,AfAmN,Norte,2020,4240210,378749,401445,835421,795319,671184,512529,335420,310143
13,AM,Amazonas,AfAmN,Norte,2021,4295846,373305,397534,834463,804726,680211,531505,347422,326680
13,AM,Amazonas,AfAmN,Norte,2022,4349811,367938,393135,832207,813074,688722,550769,359804,344162
13,AM,Amazonas,AfAmN,Norte,2023,4402267,362683,388341,828839,820183,697438,569621,372791,362371
13,AM,Amazonas,AfAmN,Norte,2024,4453233,357583,383224,824496,825955,707335,587038,386644,380958
13,AM,Amazonas,AfAmN,Norte,2025,4502713,352674,377864,819263,830393,718884,602408,401517,399710
13,AM,Amazonas,AfAmN,Norte,2026,4550668,347985,372440,813113,833582,731768,615744,417351,418685
13,AM,Amazonas,AfAmN,Norte,2027,4597105,343530,367095,806099,835697,745812,626898,434112,437862
13,AM,Amazonas,AfAmN,Norte,2028,4642138,339324,361857,798385,837017,759975,636474,451614,457492
13,AM,Amazonas,AfAmN,Norte,2029,4685782,335361,356772,790054,837960,772609,645487,469564,477975
13,AM,Amazonas,AfAmN,Norte,2030,4728027,331617,351881,781156,839280,782194,654644,487691,499564
14,RR,Roraima,AfAmN,Norte,2000,336829,48084,44383,77462,61650,46891,30370,15179,12810
14,RR,Roraima,AfAmN,Norte,2001,351178,49773,46132,80175,64370,48785,32268,16382,13293
14,RR,Roraima,AfAmN,Norte,2002,365275,51244,47746,82733,67270,50607,34171,17693,13811
14,RR,Roraima,AfAmN,Norte,2003,379035,52513,49175,85202,70255,52375,36058,19087,14370
14,RR,Roraima,AfAmN,Norte,2004,392392,53606,50373,87682,73172,54127,37898,20534,15000
14,RR,Roraima,AfAmN,Norte,2005,405273,54577,51273,90225,75921,55889,39668,22011,15709
14,RR,Roraima,AfAmN,Norte,2006,417634,54650,52647,92797,78484,57665,41378,23498,16515
14,RR,Roraima,AfAmN,Norte,2007,429406,54553,53787,95367,80811,59463,43022,24984,17419
14,RR,Roraima,AfAmN,Norte,2008,440533,54297,54705,97814,82925,61313,44596,26467,18416
14,RR,Roraima,AfAmN,Norte,2009,450969,53903,55427,99945,84907,63243,46102,27936,19506
14,RR,Roraima,AfAmN,Norte,2010,460678,53396,56016,101592,86796,65270,47531,29390,20687
14,RR,Roraima,AfAmN,Norte,2011,469943,52833,55737,103634,88581,67448,48893,30846,21971
14,RR,Roraima,AfAmN,Norte,2012,479073,52272,55360,105423,90252,69845,50228,32321,23372
14,RR,Roraima,AfAmN,Norte,2013,488072,51728,54901,106948,91886,72366,51556,33805,24882
14,RR,Roraima,AfAmN,Norte,2014,496936,51200,54387,108198,93602,74873,52910,35270,26496
14,RR,Roraima,AfAmN,Norte,2015,505665,50684,53840,109173,95469,77258,54324,36709,28208
14,RR,Roraima,AfAmN,Norte,2016,514229,50165,53272,109886,97454,79513,55801,38132,30006
14,RR,Roraima,AfAmN,Norte,2017,522636,49630,52707,110358,99552,81590,57357,39542,31900
14,RR,Roraima,AfAmN,Norte,2018,530879,49079,52155,110617,101652,83538,59019,40927,33892
14,RR,Roraima,AfAmN,Norte,2019,538963,48514,51620,110713,103588,85427,60830,42298,35973
14,RR,Roraima,AfAmN,Norte,2020,546891,47945,51098,110719,105208,87309,62810,43653,38149
14,RR,Roraima,AfAmN,Norte,2021,554663,47393,50574,109883,107299,89135,64974,44981,40424
14,RR,Roraima,AfAmN,Norte,2022,562288,46875,50034,108949,109141,90851,67354,46286,42798
14,RR,Roraima,AfAmN,Norte,2023,569760,46394,49472,107945,110724,92529,69853,47588,45255
14,RR,Roraima,AfAmN,Norte,2024,577080,45956,48898,106889,112027,94289,72334,48917,47770
14,RR,Roraima,AfAmN,Norte,2025,584261,45560,48322,105806,113054,96196,74691,50302,50330
14,RR,Roraima,AfAmN,Norte,2026,591301,45201,47765,104695,113814,98215,76920,51751,52940
14,RR,Roraima,AfAmN,Norte,2027,598202,44875,47244,103570,114322,100349,78974,53274,55594
14,RR,Roraima,AfAmN,Norte,2028,604960,44579,46757,102447,114606,102480,80900,54898,58293
14,RR,Roraima,AfAmN,Norte,2029,611583,44314,46314,101329,114705,104449,82771,56661,61040
14,RR,Roraima,AfAmN,Norte,2030,618057,44072,45910,100214,114696,106107,84643,58581,63834
15,PA,Pará,AfAmN,Norte,2000,6386876,835174,807497,1508654,1161055,821258,567373,338099,347766
15,PA,Pará,AfAmN,Norte,2001,6516683,838558,813930,1520137,1198971,846735,588930,352115,357307
15,PA,Pará,AfAmN,Norte,2002,6646479,841665,819377,1528044,1238626,873247,610039,367528,367953
15,PA,Pará,AfAmN,Norte,2003,6775865,844575,823498,1534019,1278306,900774,630879,384246,379568
15,PA,Pará,AfAmN,Norte,2004,6904392,847438,825879,1540558,1315442,929235,651763,402091,391986
15,PA,Pará,AfAmN,Norte,2005,7031660,850903,825691,1549154,1348356,958592,672935,420901,405128
15,PA,Pará,AfAmN,Norte,2006,7157305,848397,829465,1559363,1377298,988697,694357,440645,419083
15,PA,Pará,AfAmN,Norte,2007,7281011,844212,832976,1571106,1402280,1019229,716002,461340,433866
15,PA,Pará,AfAmN,Norte,2008,7402515,838448,836301,1583242,1423386,1050681,738111,482577,449769
15,PA,Pará,AfAmN,Norte,2009,7521656,831347,839583,1593820,1440998,1083882,761002,503795,467229
15,PA,Pará,AfAmN,Norte,2010,7638340,823194,843476,1600994,1455484,1119140,784892,524649,486511
15,PA,Pará,AfAmN,Norte,2011,7751993,814180,841367,1611338,1466705,1156022,809736,545141,507504
15,PA,Pará,AfAmN,Norte,2012,7862333,804490,837497,1620452,1474416,1194539,835541,565218,530180
15,PA,Pará,AfAmN,Norte,2013,7969654,794380,831994,1628093,1480278,1233125,862336,585053,554395
15,PA,Pará,AfAmN,Norte,2014,8073924,783993,825090,1633971,1486732,1269283,890037,604950,579868
15,PA,Pará,AfAmN,Norte,2015,8175113,773411,817052,1637898,1495234,1301387,918592,625117,606422
15,PA,Pará,AfAmN,Norte,2016,8272724,762492,808112,1639784,1505304,1329592,947827,645509,634104
15,PA,Pará,AfAmN,Norte,2017,8366628,751214,798502,1639669,1516863,1353911,977415,666105,662949
15,PA,Pará,AfAmN,Norte,2018,8457229,739766,788469,1637728,1528848,1374511,1007885,687146,692876
15,PA,Pará,AfAmN,Norte,2019,8544639,728275,778163,1634319,1539367,1391754,1040037,708933,723791
15,PA,Pará,AfAmN,Norte,2020,8628901,716840,767659,1630346,1546593,1405997,1074177,731678,755611
15,PA,Pará,AfAmN,Norte,2021,8710364,705787,756866,1619595,1557105,1417223,1110024,755388,788376
15,PA,Pará,AfAmN,Norte,2022,8789130,695335,745757,1606534,1566518,1425184,1147607,780094,822101
15,PA,Pará,AfAmN,Norte,2023,8864989,685409,734473,1591449,1574506,1431351,1185288,805757,856756
15,PA,Pará,AfAmN,Norte,2024,8938000,675982,723140,1574714,1580776,1438099,1220632,832293,892364
15,PA,Pará,AfAmN,Norte,2025,9008231,667049,711858,1556676,1585143,1446847,1252056,859652,928950
15,PA,Pará,AfAmN,Norte,2026,9075990,658607,700958,1537484,1587597,1457248,1279820,887727,966549
15,PA,Pará,AfAmN,Norte,2027,9141350,650629,690659,1517347,1588164,1469222,1303946,916205,1005178
15,PA,Pará,AfAmN,Norte,2028,9204104,643088,680884,1496625,1586935,1481608,1324486,945543,1044935
15,PA,Pará,AfAmN,Norte,2029,9264288,635970,671599,1475590,1584257,1492566,1341805,976506,1085995
15,PA,Pará,AfAmN,Norte,2030,9321910,629236,662805,1454420,1581010,1500317,1356258,1009401,1128463
16,AP,Amapá,AfAmN,Norte,2000,499329,74672,66177,118061,95383,65745,39918,20441,18932
16,AP,Amapá,AfAmN,Norte,2001,519202,77654,68418,120998,99226,69160,42397,21705,19644
16,AP,Amapá,AfAmN,Norte,2002,538836,80057,70690,123749,103129,72737,44898,23104,20472
16,AP,Amapá,AfAmN,Norte,2003,558398,82079,72964,126453,107019,76409,47426,24644,21404
16,AP,Amapá,AfAmN,Norte,2004,577786,83669,75207,129328,110779,80071,50003,26320,22409
16,AP,Amapá,AfAmN,Norte,2005,596914,84837,77340,132508,114337,83653,52639,28131,23469
16,AP,Amapá,AfAmN,Norte,2006,615692,84773,80111,135978,117688,87148,55320,30079,24595
16,AP,Amapá,AfAmN,Norte,2007,634068,84657,82287,139756,120828,90525,58038,32182,25795
16,AP,Amapá,AfAmN,Norte,2008,651977,84275,84060,143744,123753,93835,60813,34398,27099
16,AP,Amapá,AfAmN,Norte,2009,669360,83669,85382,147757,126487,97150,63689,36675,28551
16,AP,Amapá,AfAmN,Norte,2010,686189,82889,86265,151625,129060,100507,66683,38985,30175
16,AP,Amapá,AfAmN,Norte,2011,702638,82002,85944,156168,131490,103916,69817,41322,31979
16,AP,Amapá,AfAmN,Norte,2012,718906,81085,85619,160215,133790,107408,73123,43690,33976
16,AP,Amapá,AfAmN,Norte,2013,734996,80177,85086,163927,136111,110915,76535,46090,36155
16,AP,Amapá,AfAmN,Norte,2014,750912,79310,84386,167235,138670,114326,79967,48536,38482
16,AP,Amapá,AfAmN,Norte,2015,766679,78505,83574,170069,141607,117573,83341,51052,40958
16,AP,Amapá,AfAmN,Norte,2016,782295,77764,82683,172392,144903,120666,86663,53623,43601
16,AP,Amapá,AfAmN,Norte,2017,797722,77056,81759,174144,148584,123600,89909,56245,46425
16,AP,Amapá,AfAmN,Norte,2018,812961,76379,80839,175317,152552,126383,93130,58937,49424
16,AP,Amapá,AfAmN,Norte,2019,828028,75718,79965,175902,156636,129048,96399,61753,52607
16,AP,Amapá,AfAmN,Norte,2020,842914,75070,79154,175960,160666,131633,99763,64706,55962
16,AP,Amapá,AfAmN,Norte,2021,857634,74453,78402,174740,165412,134119,103207,67809,59492
16,AP,Amapá,AfAmN,Norte,2022,872187,73900,77683,173457,169658,136478,106735,71075,63201
16,AP,Amapá,AfAmN,Norte,2023,886586,73413,76996,171947,173560,138861,110272,74452,67085
16,AP,Amapá,AfAmN,Norte,2024,900828,73005,76323,170297,177041,141482,113710,77845,71125
16,AP,Amapá,AfAmN,Norte,2025,914915,72674,75665,168575,180022,144483,116979,81182,75335
16,AP,Amapá,AfAmN,Norte,2026,928861,72419,75040,166833,182450,147850,120091,84461,79717
16,AP,Amapá,AfAmN,Norte,2027,942678,72242,74479,165082,184275,151608,123042,87671,84279
16,AP,Amapá,AfAmN,Norte,2028,956359,72138,73988,163366,185472,155658,125841,90854,89042
16,AP,Amapá,AfAmN,Norte,2029,969906,72101,73570,161709,186040,159831,128519,94085,94051
16,AP,Amapá,AfAmN,Norte,2030,983304,72113,73232,160127,186037,163954,131117,97409,99315
17,TO,Tocantins,Aw,Norte,2000,1186152,142553,141040,275869,212336,158725,109752,69400,76477
17,TO,Tocantins,Aw,Norte,2001,1211273,144253,141435,277498,220040,163639,113959,72032,78417
17,TO,Tocantins,Aw,Norte,2002,1236171,145775,141831,278387,228155,168315,118278,74937,80493
17,TO,Tocantins,Aw,Norte,2003,1260783,147049,142245,278770,236300,172907,122710,78061,82741
17,TO,Tocantins,Aw,Norte,2004,1285028,147999,142684,279000,243886,177661,127260,81320,85218
17,TO,Tocantins,Aw,Norte,2005,1308824,148630,143070,279322,250527,182740,131921,84664,87950
17,TO,Tocantins,Aw,Norte,2006,1332107,147614,144675,279720,256285,188070,136694,88103,90946
17,TO,Tocantins,Aw,Norte,2007,1354808,146299,146106,280220,261181,193560,141605,91643,94194
17,TO,Tocantins,Aw,Norte,2008,1376898,144724,147290,280837,265172,199325,146553,95287,97710
17,TO,Tocantins,Aw,Norte,2009,1398334,142948,148145,281519,268270,205520,151386,99042,101504
17,TO,Tocantins,Aw,Norte,2010,1419100,141037,148679,282166,270495,212200,156032,102912,105579
17,TO,Tocantins,Aw,Norte,2011,1439275,139050,147585,284048,271959,219315,160492,106897,109929
17,TO,Tocantins,Aw,Norte,2012,1458965,137037,146216,285767,272742,226898,164745,110999,114561
17,TO,Tocantins,Aw,Norte,2013,1478164,135028,144605,287280,273071,234558,168947,115220,119455
17,TO,Tocantins,Aw,Norte,2014,1496880,133055,142818,288511,273275,241742,173345,119560,124574
17,TO,Tocantins,Aw,Norte,2015,1515126,131141,140909,289394,273593,248065,178103,124017,129904
17,TO,Tocantins,Aw,Norte,2016,1532902,129286,138934,289871,274004,253589,183161,128592,135465
17,TO,Tocantins,Aw,Norte,2017,1550194,127485,136931,289901,274544,258332,188433,133314,141254
17,TO,Tocantins,Aw,Norte,2018,1567016,125747,134932,289456,275215,262247,194033,138093,147293
17,TO,Tocantins,Aw,Norte,2019,1583391,124085,132971,288519,275961,265344,200120,142790,153601
17,TO,Tocantins,Aw,Norte,2020,1599316,122499,131063,287163,276686,267638,206747,147330,160190
17,TO,Tocantins,Aw,Norte,2021,1614821,121013,129215,284141,278633,269200,213841,151707,167071
17,TO,Tocantins,Aw,Norte,2022,1629925,119647,127419,280819,280423,270082,221382,155887,174266
17,TO,Tocantins,Aw,Norte,2023,1644621,118383,125686,277265,282012,270500,228991,160028,181756
17,TO,Tocantins,Aw,Norte,2024,1658908,117203,124031,273568,283321,270795,236126,164359,189505
17,TO,Tocantins,Aw,Norte,2025,1672792,116095,122448,269808,284283,271194,242418,169042,197504
17,TO,Tocantins,Aw,Norte,2026,1686276,115049,120967,266039,284844,271687,247921,174012,205757
17,TO,Tocantins,Aw,Norte,2027,1699376,114057,119603,262288,284972,272301,252659,179193,214303
17,TO,Tocantins,Aw,Norte,2028,1712069,113115,118342,258607,284629,273037,256584,184690,223065
17,TO,Tocantins,Aw,Norte,2029,1724357,112222,117165,255035,283795,273857,259700,190650,231933
17,TO,Tocantins,Aw,Norte,2030,1736235,111370,116058,251592,282539,274663,262034,197127,240852
21,MA,Maranhão,Aw,Nordeste,2000,5794912,734398,712033,1458465,977263,681627,498349,330883,401894
21,MA,Maranhão,Aw,Nordeste,2001,5879264,742268,706192,1454239,1020497,695509,512711,339613,408235
21,MA,Maranhão,Aw,Nordeste,2002,5964486,750771,703130,1442869,1066737,709116,526999,349534,415330
21,MA,Maranhão,Aw,Nordeste,2003,6049974,758396,703638,1426641,1113117,723521,541184,360440,423037
21,MA,Maranhão,Aw,Nordeste,2004,6135099,763554,708303,1408987,1155447,740290,555230,371968,431320
21,MA,Maranhão,Aw,Nordeste,2005,6219144,765243,716844,1392589,1190825,760462,569135,383875,440171
21,MA,Maranhão,Aw,Nordeste,2006,6301445,766404,725013,1377404,1220447,783398,582992,396197,449590
21,MA,Maranhão,Aw,Nordeste,2007,6381473,764700,733825,1363716,1245458,808305,596983,408927,459559
21,MA,Maranhão,Aw,Nordeste,2008,6458789,760173,741789,1353292,1264387,836011,610948,421936,470253
21,MA,Maranhão,Aw,Nordeste,2009,6533027,753035,747330,1347867,1275428,867726,624605,435074,481962
21,MA,Maranhão,Aw,Nordeste,2010,6603880,743677,749451,1348202,1277709,903826,637936,448243,494836
21,MA,Maranhão,Aw,Nordeste,2011,6670977,732403,751079,1350459,1272516,943281,651024,461406,508809
21,MA,Maranhão,Aw,Nordeste,2012,6734353,719528,749865,1356103,1260946,985653,663819,474565,523874
21,MA,Maranhão,Aw,Nordeste,2013,6794301,705496,745830,1364451,1245152,1028371,677405,487711,539885
21,MA,Maranhão,Aw,Nordeste,2014,6850884,690776,739136,1374506,1228354,1067467,693268,500790,556587
21,MA,Maranhão,Aw,Nordeste,2015,6904241,675876,730104,1385005,1213028,1100211,712402,513792,573823
21,MA,Maranhão,Aw,Nordeste,2016,6954036,660953,719116,1394664,1198994,1127731,734139,526780,591659
21,MA,Maranhão,Aw,Nordeste,2017,7000229,646128,706547,1402181,1186466,1151163,757735,539909,610100
21,MA,Maranhão,Aw,Nordeste,2018,7043339,631676,692827,1406168,1177145,1169178,784038,553070,629237
21,MA,Maranhão,Aw,Nordeste,2019,7083578,617737,678418,1405274,1172693,1180027,814225,566011,649193
21,MA,Maranhão,Aw,Nordeste,2020,7121156,604347,663827,1398853,1173846,1182840,848691,578713,670039
21,MA,Maranhão,Aw,Nordeste,2021,7156431,591673,649245,1390218,1176824,1178837,886545,591313,691776
21,MA,Maranhão,Aw,Nordeste,2022,7189442,579792,634785,1377390,1183056,1168878,927349,603756,714436
21,MA,Maranhão,Aw,Nordeste,2023,7220006,568497,620694,1360750,1191868,1154854,968542,616965,737836
21,MA,Maranhão,Aw,Nordeste,2024,7248192,557637,607101,1340909,1202373,1139825,1006333,632316,761698
21,MA,Maranhão,Aw,Nordeste,2025,7274092,547099,594040,1318667,1213440,1126155,1038104,650733,785854
21,MA,Maranhão,Aw,Nordeste,2026,7298052,536886,581684,1294606,1223939,1113769,1065057,671653,810458
21,MA,Maranhão,Aw,Nordeste,2027,7320150,527024,570108,1269211,1232619,1102850,1088287,694391,835660
21,MA,Maranhão,Aw,Nordeste,2028,7340209,517520,559112,1243094,1238096,1094927,1106395,719676,861389
21,MA,Maranhão,Aw,Nordeste,2029,7358319,508415,548541,1216823,1239068,1091627,1117703,748602,887540
21,MA,Maranhão,Aw,Nordeste,2030,7374604,499746,538286,1190919,1234874,1093713,1121374,781545,914147
22,PI,Piauí,Aw,Nordeste,2000,2877451,312483,310907,699113,491720,367799,275497,188733,231199
22,PI,Piauí,Aw,Nordeste,2001,2912304,318704,304158,691696,512152,373238,283539,194082,234735
22,PI,Piauí,Aw,Nordeste,2002,2945649,323784,299767,680227,533793,377943,291791,199987,238357
22,PI,Piauí,Aw,Nordeste,2003,2977378,326757,298398,665821,555163,382691,300079,206316,242153
22,PI,Piauí,Aw,Nordeste,2004,3007333,326499,300675,650107,574096,388636,308163,212850,246307
22,PI,Piauí,Aw,Nordeste,2005,3035330,321982,306962,634512,589063,396525,315884,219462,250940
22,PI,Piauí,Aw,Nordeste,2006,3061253,316493,313256,619368,600531,406012,323307,226140,256146
22,PI,Piauí,Aw,Nordeste,2007,3085026,310375,318437,605102,609045,416683,330524,232845,262015
22,PI,Piauí,Aw,Nordeste,2008,3106597,303665,321556,593262,613745,428820,337357,239638,268554
22,PI,Piauí,Aw,Nordeste,2009,3125918,296465,321520,585666,613562,442808,343524,246643,275730
22,PI,Piauí,Aw,Nordeste,2010,3142946,288922,317310,583657,608020,458678,348932,253916,283511
22,PI,Piauí,Aw,Nordeste,2011,3158000,281159,312173,583578,598305,475906,353664,261429,291786
22,PI,Piauí,Aw,Nordeste,2012,3171456,273293,306402,584720,585435,494280,357679,269175,300472
22,PI,Piauí,Aw,Nordeste,2013,3183404,265505,300006,586758,570434,512426,361733,276992,309550
22,PI,Piauí,Aw,Nordeste,2014,3193956,258000,293057,589194,554795,528315,366937,284650,319008
22,PI,Piauí,Aw,Nordeste,2015,3203262,251014,285676,591356,539801,540571,374019,291992,328833
22,PI,Piauí,Aw,Nordeste,2016,3211411,244664,278026,592528,525656,549777,382671,299059,339030
22,PI,Piauí,Aw,Nordeste,2017,3218485,238949,270271,591976,512625,556612,392515,305937,349600
22,PI,Piauí,Aw,Nordeste,2018,3224536,233828,262586,588839,502071,560339,403846,312457,360570
22,PI,Piauí,Aw,Nordeste,2019,3229651,229224,255180,582152,495658,559995,417059,318365,372018
22,PI,Piauí,Aw,Nordeste,2020,3233891,225016,248287,571066,494618,555154,432209,323574,383967
22,PI,Piauí,Aw,Nordeste,2021,3237279,221098,242022,558935,495232,546674,448746,328171,396401
22,PI,Piauí,Aw,Nordeste,2022,3239829,217393,236383,546182,496823,535204,466392,332113,409339
