UF,epiyear,epiweek,SRAG,Tipo,Situation,mean,50%,2.5%,97.5%,L0,L1,L2,L3,Run date,base_epiyearweek,base_epiyear,base_epiweek,dado,escala
17,2017,15,0.0,Estado,estimated,0.0,0.0,0.0,0.0645080551208429,1.0,0.0,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
17,2017,16,0.129016110241686,Estado,estimated,0.129016110241686,0.129016110241686,0.129016110241686,0.258032220483372,0.804,0.16,0.032,0.004,2017-10-11,2017W23,2017,23,srag,incidência
17,2017,17,0.0645080551208429,Estado,estimated,0.0645080551208429,0.0645080551208429,0.0645080551208429,0.193524165362529,0.9640000000000001,0.036000000000000004,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
17,2017,18,0.0645080551208429,Estado,estimated,0.0645080551208429,0.0645080551208429,0.0645080551208429,0.193524165362529,0.96,0.027999999999999997,0.008,0.004,2017-10-11,2017W23,2017,23,srag,incidência
17,2017,19,0.0645080551208429,Estado,estimated,0.0645080551208429,0.0645080551208429,0.0645080551208429,0.258032220483372,0.9079999999999999,0.052000000000000005,0.032,0.008,2017-10-11,2017W23,2017,23,srag,incidência
17,2017,20,0.129016110241686,Estado,estimated,0.193524165362529,0.129016110241686,0.129016110241686,0.32254027560421505,0.512,0.35200000000000004,0.1,0.036000000000000004,2017-10-11,2017W23,2017,23,srag,incidência
17,2017,21,0.193524165362529,Estado,estimated,0.258032220483372,0.258032220483372,0.193524165362529,0.387048330725058,0.0,0.4,0.312,0.28800000000000003,2017-10-11,2017W23,2017,23,srag,incidência
17,2017,22,0.129016110241686,Estado,estimated,0.258032220483372,0.193524165362529,0.129016110241686,0.5805724960875861,0.22,0.312,0.16,0.308,2017-10-11,2017W23,2017,23,srag,incidência
17,2017,23,0.129016110241686,Estado,estimated,0.193524165362529,0.129016110241686,0.0,0.5805724960875861,0.564,0.14800000000000002,0.08,0.20800000000000002,2017-10-11,2017W23,2017,23,srag,incidência
21,2017,7,0.0,Estado,unknown,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
21,2017,8,0.0,Estado,unknown,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
21,2017,9,0.0,Estado,unknown,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
21,2017,10,0.0142852469540639,Estado,unknown,0.0142852469540639,0.0142852469540639,0.0142852469540639,0.0142852469540639,0.0,1.0,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
21,2017,11,0.0142852469540639,Estado,unknown,0.0142852469540639,0.0142852469540639,0.0142852469540639,0.0142852469540639,0.0,1.0,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
21,2017,12,0.0142852469540639,Estado,unknown,0.0142852469540639,0.0142852469540639,0.0142852469540639,0.0142852469540639,0.0,1.0,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
21,2017,13,0.0,Estado,unknown,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
21,2017,14,0.0,Estado,unknown,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
21,2017,15,0.0142852469540639,Estado,unknown,0.0142852469540639,0.0142852469540639,0.0142852469540639,0.0142852469540639,0.0,1.0,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
21,2017,16,0.0,Estado,unknown,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
21,2017,17,0.0,Estado,unknown,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
21,2017,18,0.0,Estado,unknown,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
21,2017,19,0.0142852469540639,Estado,unknown,0.0142852469540639,0.0142852469540639,0.0142852469540639,0.0142852469540639,0.0,1.0,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
21,2017,20,0.0,Estado,unknown,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
21,2017,21,0.0142852469540639,Estado,unknown,0.0142852469540639,0.0142852469540639,0.0142852469540639,0.0142852469540639,0.0,1.0,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
21,2017,22,0.0142852469540639,Estado,unknown,0.0142852469540639,0.0142852469540639,0.0142852469540639,0.0142852469540639,0.0,1.0,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
21,2017,23,0.0,Estado,unknown,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
22,2017,16,0.2796346728352,Estado,estimated,0.2796346728352,0.2796346728352,0.2796346728352,0.310705192039112,0.0,0.0,1.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
22,2017,17,0.155352596019556,Estado,estimated,0.124282076815645,0.124282076815645,0.124282076815645,0.155352596019556,0.88,0.12,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
22,2017,18,0.18642311522346697,Estado,estimated,0.18642311522346697,0.18642311522346697,0.18642311522346697,0.24856415363128898,0.0,0.972,0.027999999999999997,0.0,2017-10-11,2017W23,2017,23,srag,incidência
22,2017,19,0.0932115576117335,Estado,estimated,0.0932115576117335,0.0932115576117335,0.0932115576117335,0.155352596019556,0.8959999999999999,0.10400000000000001,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
22,2017,20,0.24856415363128898,Estado,estimated,0.24856415363128898,0.24856415363128898,0.21749363442737804,0.310705192039112,0.0,0.408,0.588,0.004,2017-10-11,2017W23,2017,23,srag,incidência
22,2017,21,0.310705192039112,Estado,estimated,0.341775711243023,0.310705192039112,0.2796346728352,0.46605778805866704,0.0,0.0,0.728,0.272,2017-10-11,2017W23,2017,23,srag,incidência
22,2017,22,0.155352596019556,Estado,estimated,0.21749363442737804,0.21749363442737804,0.124282076815645,0.4349872688547561,0.132,0.496,0.292,0.08,2017-10-11,2017W23,2017,23,srag,incidência
22,2017,23,0.124282076815645,Estado,estimated,0.18642311522346697,0.155352596019556,0.0,0.52819882646649,0.44799999999999995,0.264,0.18,0.10800000000000001,2017-10-11,2017W23,2017,23,srag,incidência
23,2017,2,0.0775947232041034,Estado,estimated,0.0775947232041034,0.0775947232041034,0.0775947232041034,0.0886796836618324,0.0,1.0,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
23,2017,3,0.0332548813731872,Estado,estimated,0.0332548813731872,0.0332548813731872,0.0332548813731872,0.0554248022886453,0.88,0.12,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
23,2017,4,0.0443398418309162,Estado,estimated,0.0443398418309162,0.0443398418309162,0.0443398418309162,0.0665097627463743,0.0,1.0,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
23,2017,5,0.0443398418309162,Estado,estimated,0.0443398418309162,0.0443398418309162,0.0443398418309162,0.0775947232041034,0.0,1.0,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
23,2017,6,0.0997646441195615,Estado,estimated,0.110849604577291,0.0997646441195615,0.0997646441195615,0.144104485950478,0.0,1.0,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
23,2017,7,0.0665097627463743,Estado,estimated,0.0775947232041034,0.0665097627463743,0.0665097627463743,0.110849604577291,0.0,0.992,0.008,0.0,2017-10-11,2017W23,2017,23,srag,incidência
23,2017,8,0.0110849604577291,Estado,estimated,0.0221699209154581,0.0110849604577291,0.0110849604577291,0.0665097627463743,0.8759999999999999,0.124,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
23,2017,9,0.0775947232041034,Estado,estimated,0.0886796836618324,0.0886796836618324,0.0775947232041034,0.144104485950478,0.0,0.992,0.008,0.0,2017-10-11,2017W23,2017,23,srag,incidência
23,2017,10,0.0554248022886453,Estado,estimated,0.0775947232041034,0.0665097627463743,0.0554248022886453,0.133019525492749,0.0,0.988,0.012,0.0,2017-10-11,2017W23,2017,23,srag,incidência
23,2017,11,0.0775947232041034,Estado,estimated,0.0997646441195615,0.0886796836618324,0.0775947232041034,0.166274406865936,0.0,0.956,0.036000000000000004,0.008,2017-10-11,2017W23,2017,23,srag,incidência
23,2017,12,0.110849604577291,Estado,estimated,0.12193456503502,0.110849604577291,0.0997646441195615,0.17735936732366503,0.0,0.932,0.064,0.004,2017-10-11,2017W23,2017,23,srag,incidência
23,2017,13,0.0443398418309162,Estado,estimated,0.0443398418309162,0.0332548813731872,0.0221699209154581,0.110849604577291,0.608,0.38799999999999996,0.004,0.0,2017-10-11,2017W23,2017,23,srag,incidência
23,2017,14,0.0332548813731872,Estado,estimated,0.0221699209154581,0.0110849604577291,0.0,0.0997646441195615,0.812,0.18,0.008,0.0,2017-10-11,2017W23,2017,23,srag,incidência
23,2017,15,0.0554248022886453,Estado,estimated,0.0665097627463743,0.0554248022886453,0.0443398418309162,0.144104485950478,0.0,0.98,0.02,0.0,2017-10-11,2017W23,2017,23,srag,incidência
23,2017,16,0.0110849604577291,Estado,estimated,0.0332548813731872,0.0221699209154581,0.0110849604577291,0.0886796836618324,0.728,0.272,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
23,2017,17,0.0,Estado,estimated,0.0221699209154581,0.0110849604577291,0.0,0.0775947232041034,0.8240000000000001,0.17600000000000002,0.0,0.0,2017-10-11,2017W23,2017,23,srag,incidência
23,2017,18,0.0110849604577291,Estado,estimated,0.0443398418309162,0.0332548813731872,0.0110849604577291,0.12193456503502,0.644,0.348,0.0,0.008,2017-10-11,2017W23,2017,23,srag,incidência
23,2017,19,0.0110849604577291,Estado,estimated,0.0443398418309162,0.0332548813731872,0.0110849604577291,0.12193456503502,0.5760000000000001,0.41200000000000003,0.004,0.008,2017-10-11,2017W23,2017,23,srag,incidência
23,2017,20,0.0110849604577291,Estado,estimated,0.0332548813731872,0.0221699209154581,0.0,0.12193456503502,0.764,0.22399999999999998,0.008,0.004,2017-10-11,2017W23,2017,23,srag,incidência
23,2017,21,0.0,Estado,estimated,0.0332548813731872,0.0221699209154581,0.0,0.110849604577291,0.72,0.268,0.004,0.008,2017-10-11,2017W23,2017,23,srag,incidência
23,2017,22,0.0,Estado,estimated,0.0332548813731872,0.0221699209154581,0.0,0.166274406865936,0.664,0.308,0.024,0.004,2017-10-11,2017W23,2017,23,srag,incidência
