UF,População,isoweek,corredor baixo,corredor mediano,corredor alto
Mato Grosso,3265486,38,0.02956137635728,0.03177012640937182,0.034143908587628974
Mato Grosso,3265486,39,0.0,0.0,0.0
Mato Grosso,3265486,40,0.033234283464321314,0.0500285887471987,0.0753095728609068
Mato Grosso,3265486,41,0.0,0.06202787098326892,0.06202787098326892
Mato Grosso,3265486,42,0.0,0.06124662607648602,0.06124662607648602
Mato Grosso,3265486,43,0.0,0.06124662607648602,0.06124662607648602
Mato Grosso,3265486,44,0.022372270497766463,0.04358324116235958,0.08490416341095244
Mato Grosso,3265486,45,0.030437572595013167,0.030818005371993123,0.031203193097724298
Mato Grosso,3265486,46,0.0,0.03142565961673894,0.03142565961673894
Mato Grosso,3265486,47,0.0,0.03295988682893258,0.03295988682893258
Mato Grosso,3265486,48,0.030437572595013167,0.030818005371993123,0.031203193097724298
Mato Grosso,3265486,49,0.0,0.122493252152972,0.122493252152972
Mato Grosso,3265486,50,0.03081823562857266,0.031219118823816967,0.03162521670228215
Mato Grosso,3265486,51,0.030437572595013167,0.030818005371993123,0.031203193097724298
Mato Grosso,3265486,52,0.03081823562857266,0.031219118823816967,0.03162521670228215
Goiás,6610681,1,0.012457478560142907,0.02673330991998622,0.057368740859373005
Goiás,6610681,2,0.023113766180547037,0.038786056695939986,0.06508494471518735
Goiás,6610681,3,0.028191551080620218,0.060026807053825404,0.12781196588910468
Goiás,6610681,4,0.04131859180356653,0.08819744097365874,0.18826364246108143
Goiás,6610681,5,0.04032457156046101,0.0659582493235505,0.10788684133456207
