UF,População,isoweek,corredor baixo,corredor mediano,corredor alto,Unidade da Federação
41,11163018,31,0.42186370206544377,0.776018839391885,1.427487684156595,Paraná
41,11163018,32,0.34361620675129306,0.6708478641786119,1.3097078892985359,Paraná
41,11163018,33,0.4045882085989126,0.6357810560507658,0.9990838651300067,Paraná
41,11163018,34,0.4338748085004292,0.6471681258562171,0.9653166648965149,Paraná
41,11163018,35,0.26387571534671195,0.4607365333443916,0.8044626345372132,Paraná
41,11163018,36,0.2544394631362686,0.4352151368497143,0.7444293939642265,Paraná
41,11163018,37,0.27449572752664225,0.42960667266768354,0.6723670887835033,Paraná
41,11163018,38,0.2223864737222976,0.35247101171885725,0.5586482488015562,Paraná
41,11163018,39,0.25785172747300794,0.308778912045545,0.36976450558785223,Paraná
41,11163018,40,0.1822567478516729,0.27043627627146216,0.4012788573572878,Paraná
41,11163018,41,0.13984227570952013,0.2193937551190075,0.344199345591329,Paraná
41,11163018,42,0.16714502767573444,0.2436474545811263,0.3551651099010245,Paraná
41,11163018,43,0.15064413525298115,0.22677835159464776,0.34139012889961107,Paraná
41,11163018,44,0.08238720714398268,0.16373479605277086,0.3254034742504379,Paraná
41,11163018,45,0.1142611759450674,0.14760165658973828,0.19067061797533974,Paraná
41,11163018,46,0.09613336749398613,0.15665260887344307,0.2552707816918106,Paraná
41,11163018,47,0.04809500478958881,0.12007558604597797,0.2997846954660492,Paraná
41,11163018,48,0.08047933243016994,0.14201047459432065,0.25058576264909516,Paraná
41,11163018,49,0.10517588646842199,0.14770025497869876,0.20741793630921734,Paraná
41,11163018,50,0.09900049559867981,0.16830140659039228,0.28611335013036304,Paraná
41,11163018,51,0.08712676395298666,0.117078593854811,0.15732705447910653,Paraná
41,11163018,52,0.05243344780854016,0.07853423742562102,0.11762771104705522,Paraná
42,6819190,1,0.013283156305800918,0.025780327258074765,0.050035191804765754,Santa Catarina
42,6819190,2,0.020634063641376644,0.06768023039358,0.2219928011146943,Santa Catarina
42,6819190,3,0.05929433692895053,0.07874725925463102,0.10458217700531132,Santa Catarina
42,6819190,4,0.03123418399080122,0.07196397281577194,0.16580594469682236,Santa Catarina
42,6819190,5,0.025054334955228654,0.05511542762067622,0.12124490102165142,Santa Catarina
42,6819190,6,0.023117023466751065,0.05073541776573377,0.11135008880212482,Santa Catarina
42,6819190,7,0.06622580265737422,0.0992873904185641,0.1488541550357592,Santa Catarina
42,6819190,8,0.02236623599157284,0.06379641036756317,0.1819699111339078,Santa Catarina
42,6819190,9,0.09495485954183124,0.1435947661078504,0.21715009587776393,Santa Catarina
42,6819190,10,0.061126648530709544,0.1318415959245483,0.2843638058644617,Santa Catarina
42,6819190,11,0.06111684579226696,0.11080429402685855,0.2008871926493299,Santa Catarina
42,6819190,12,0.059295101688009354,0.11522100260394867,0.22389504466848384,Santa Catarina
42,6819190,13,0.148374610535497,0.26408115433221463,0.47001879783705114,Santa Catarina
42,6819190,14,0.08837605685501079,0.18362870085914787,0.3815456468547631,Santa Catarina
42,6819190,15,0.07145770151369524,0.1727472163880977,0.41761209971352015,Santa Catarina
42,6819190,16,0.08595081561955281,0.1799906872070434,0.3769207685551488,Santa Catarina
42,6819190,17,0.1904055906794945,0.28302875070373934,0.42070862225762506,Santa Catarina
42,6819190,18,0.07525244965023192,0.20190316356336616,0.5417084446601765,Santa Catarina
42,6819190,19,0.14883475291082096,0.27040311129663136,0.49126861279978923,Santa Catarina
42,6819190,20,0.08645299621403124,0.3081738003054886,1.0985286265800167,Santa Catarina
42,6819190,21,0.08339603714820214,0.23479321120139252,0.6610368299430662,Santa Catarina
42,6819190,22,0.06005202645930582,0.22642150222864968,0.8537046906521836,Santa Catarina
42,6819190,23,0.06102651460636092,0.2382646604730828,0.9302521829492812,Santa Catarina
42,6819190,24,0.19359279317073513,0.3476758039911027,0.6243954782668661,Santa Catarina
42,6819190,25,0.1611061897263414,0.3159955279610392,0.6197972521166862,Santa Catarina
42,6819190,26,0.20572424627760008,0.3509250640983103,0.5986090742373132,Santa Catarina
42,6819190,27,0.13798242723910636,0.27305058003495647,0.540334162467144,Santa Catarina
42,6819190,28,0.1218980490418552,0.25848535085182756,0.5481193270127788,Santa Catarina
42,6819190,29,0.2577339149635194,0.3457191447211772,0.46374078104412386,Santa Catarina
42,6819190,30,0.15415630044577858,0.27613599525761423,0.4946349105188403,Santa Catarina
42,6819190,31,0.17839306283283768,0.3007654737987202,0.507081770966249,Santa Catarina
42,6819190,32,0.14022670613379118,0.27296646051271367,0.5313587591064698,Santa Catarina
42,6819190,33,0.049475692483445126,0.1684439085893402,0.5734806107129858,Santa Catarina
42,6819190,34,0.14519802432317624,0.2660367842866612,0.48744169160358497,Santa Catarina
42,6819190,35,0.10202569788053288,0.19688924941298136,0.3799569847569144,Santa Catarina
42,6819190,36,0.05699069668074422,0.1258010282126489,0.2776926695248994,Santa Catarina
42,6819190,37,0.08238900682290907,0.16355626322869043,0.32468714301692964,Santa Catarina
42,6819190,38,0.04828035507202706,0.11565174283453894,0.27703453300441444,Santa Catarina
42,6819190,39,0.07051147062587325,0.13753387544129866,0.268262266068265,Santa Catarina
42,6819190,40,0.05095977143227283,0.13491191965476912,0.3571685184876642,Santa Catarina
42,6819190,41,0.026567840232189593,0.08637360819404885,0.28080567058740596,Santa Catarina
42,6819190,42,0.057830781278109124,0.11990847766594499,0.24862266596434518,Santa Catarina
42,6819190,43,0.05271010773192288,0.10987955983045182,0.2290550747863819,Santa Catarina
42,6819190,44,0.024700192468597233,0.060334919789646065,0.14737952146126593,Santa Catarina
42,6819190,45,0.01370463081774085,0.046950108184089664,0.16084436624474469,Santa Catarina
42,6819190,46,0.013252845730132738,0.057501904209744076,0.24949124550878385,Santa Catarina
42,6819190,47,0.031930567453745284,0.06812116726384118,0.14533075355176386,Santa Catarina
42,6819190,48,0.03505086108479657,0.07175071589696558,0.14687699738024707,Santa Catarina
42,6819190,49,0.024362395766304758,0.06677156485777042,0.18300506716674567,Santa Catarina
42,6819190,50,0.020881353567913364,0.04941648698027727,0.11694592390908579,Santa Catarina
42,6819190,51,0.0064526111045862325,0.03726813259845773,0.21524832116242815,Santa Catarina
42,6819190,52,0.04353444060852675,0.04941648698027727,0.05609327124312744,Santa Catarina
43,11247972,1,0.008633577488124159,0.04926426793736296,0.2811080457368551,Rio Grande do Sul
43,11247972,2,0.02784887626149899,0.05561489170846974,0.11106430832977286,Rio Grande do Sul
43,11247972,3,0.02085774924981847,0.049982965224909484,0.11977787165584294,Rio Grande do Sul
43,11247972,4,0.024872848629189256,0.05767919920184756,0.13375589061649243,Rio Grande do Sul
43,11247972,5,0.02315961352045322,0.04310712404294678,0.08023554199697354,Rio Grande do Sul
43,11247972,6,0.02500459009860247,0.052801582438194224,0.11149981251375303,Rio Grande do Sul
43,11247972,7,0.019360571679322126,0.04980316572453202,0.12811374360573874,Rio Grande do Sul
43,11247972,8,0.04126029175678674,0.0635913091702044,0.09800838602444842,Rio Grande do Sul
43,11247972,9,0.03668924542901724,0.06893982904954572,0.12953932341224206,Rio Grande do Sul
43,11247972,10,0.0252181175384569,0.051335808514670914,0.10450285322986949,Rio Grande do Sul
43,11247972,11,0.04789154081768599,0.10177579149782646,0.21628687568105548,Rio Grande do Sul
43,11247972,12,0.024898205976091062,0.07502433498525521,0.2260665224387973,Rio Grande do Sul
43,11247972,13,0.03932666725403047,0.09346013531521132,0.2221087496867003,Rio Grande do Sul
43,11247972,14,0.02246765839824975,0.06327012451459509,0.17817204557481664,Rio Grande do Sul
43,11247972,15,0.05267946554964218,0.11446958988040709,0.24873614169530242,Rio Grande do Sul
43,11247972,16,0.043982267294951,0.13231548937967075,0.3980556211978538,Rio Grande do Sul
43,11247972,17,0.07435692694191035,0.1672941434751159,0.3763917040699804,Rio Grande do Sul
43,11247972,18,0.16523373581487913,0.28053081913981864,0.47628010163388795,Rio Grande do Sul
43,11247972,19,0.15161202663451598,0.2820032294484698,0.52453504635932,Rio Grande do Sul
